"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","ODASECTOR","PROD","MLN_USD","A","2018",5.09,
"DNK","ODASECTOR","PROD","MLN_USD","A","2000",252.58,
"DNK","ODASECTOR","PROD","MLN_USD","A","2001",117.1,
"DNK","ODASECTOR","PROD","MLN_USD","A","2002",129.39,
"DNK","ODASECTOR","PROD","MLN_USD","A","2003",59.12,
"DNK","ODASECTOR","PROD","MLN_USD","A","2004",246.79,
"DNK","ODASECTOR","PROD","MLN_USD","A","2005",342.78,
"DNK","ODASECTOR","PROD","MLN_USD","A","2006",109.48,
"DNK","ODASECTOR","PROD","MLN_USD","A","2007",113.01,
"DNK","ODASECTOR","PROD","MLN_USD","A","2008",86.56,
"DNK","ODASECTOR","PROD","MLN_USD","A","2009",156.95,
"DNK","ODASECTOR","PROD","MLN_USD","A","2010",200.2,
"DNK","ODASECTOR","PROD","MLN_USD","A","2011",149.15,
"DNK","ODASECTOR","PROD","MLN_USD","A","2012",195.07,
"DNK","ODASECTOR","PROD","MLN_USD","A","2013",142.89,
"DNK","ODASECTOR","PROD","MLN_USD","A","2014",231.51,
"DNK","ODASECTOR","PROD","MLN_USD","A","2015",38.75,
"DNK","ODASECTOR","PROD","MLN_USD","A","2016",78.59,
"DNK","ODASECTOR","PROD","MLN_USD","A","2017",109.85,
"DNK","ODASECTOR","PROD","MLN_USD","A","2018",81.19,
"FIN","ODASECTOR","PROD","MLN_USD","A","2000",18.84,
"FIN","ODASECTOR","PROD","MLN_USD","A","2001",38.28,
"FIN","ODASECTOR","PROD","MLN_USD","A","2002",44.66,
"FIN","ODASECTOR","PROD","MLN_USD","A","2003",19.83,
"FIN","ODASECTOR","PROD","MLN_USD","A","2004",35.36,
"FIN","ODASECTOR","PROD","MLN_USD","A","2005",58.04,
"FIN","ODASECTOR","PROD","MLN_USD","A","2006",55.05,
"FIN","ODASECTOR","PROD","MLN_USD","A","2007",50.66,
"FIN","ODASECTOR","PROD","MLN_USD","A","2008",107.61,
"FIN","ODASECTOR","PROD","MLN_USD","A","2009",124.59,
"FIN","ODASECTOR","PROD","MLN_USD","A","2010",166.16,
"FIN","ODASECTOR","PROD","MLN_USD","A","2011",218.41,
"FIN","ODASECTOR","PROD","MLN_USD","A","2012",63.86,
"FIN","ODASECTOR","PROD","MLN_USD","A","2013",71.95,
"FIN","ODASECTOR","PROD","MLN_USD","A","2014",56.77,
"FIN","ODASECTOR","PROD","MLN_USD","A","2015",60,
"FIN","ODASECTOR","PROD","MLN_USD","A","2016",44.48,
"FIN","ODASECTOR","PROD","MLN_USD","A","2017",35.79,
"FIN","ODASECTOR","PROD","MLN_USD","A","2018",47.74,
"FRA","ODASECTOR","PROD","MLN_USD","A","2000",348.19,
"FRA","ODASECTOR","PROD","MLN_USD","A","2001",418.39,
"FRA","ODASECTOR","PROD","MLN_USD","A","2002",278.49,
"FRA","ODASECTOR","PROD","MLN_USD","A","2003",237.26,
"FRA","ODASECTOR","PROD","MLN_USD","A","2004",268.63,
"FRA","ODASECTOR","PROD","MLN_USD","A","2005",204.99,
"FRA","ODASECTOR","PROD","MLN_USD","A","2006",194.21,
"FRA","ODASECTOR","PROD","MLN_USD","A","2007",618.18,
"FRA","ODASECTOR","PROD","MLN_USD","A","2008",457.53,
"FRA","ODASECTOR","PROD","MLN_USD","A","2009",538.95,
"FRA","ODASECTOR","PROD","MLN_USD","A","2010",736.03,
"FRA","ODASECTOR","PROD","MLN_USD","A","2011",310.75,
"FRA","ODASECTOR","PROD","MLN_USD","A","2012",503.39,
"FRA","ODASECTOR","PROD","MLN_USD","A","2013",339.86,
"FRA","ODASECTOR","PROD","MLN_USD","A","2014",403.77,
"FRA","ODASECTOR","PROD","MLN_USD","A","2015",662.5,
"FRA","ODASECTOR","PROD","MLN_USD","A","2016",774.4,
"FRA","ODASECTOR","PROD","MLN_USD","A","2017",846.81,
"FRA","ODASECTOR","PROD","MLN_USD","A","2018",856.46,
"DEU","ODASECTOR","PROD","MLN_USD","A","2000",283.31,
"DEU","ODASECTOR","PROD","MLN_USD","A","2001",260.17,
"DEU","ODASECTOR","PROD","MLN_USD","A","2002",311.01,
"DEU","ODASECTOR","PROD","MLN_USD","A","2003",267.93,
"DEU","ODASECTOR","PROD","MLN_USD","A","2004",286.31,
"DEU","ODASECTOR","PROD","MLN_USD","A","2005",306.27,
"DEU","ODASECTOR","PROD","MLN_USD","A","2006",528.68,
"DEU","ODASECTOR","PROD","MLN_USD","A","2007",353.64,
"DEU","ODASECTOR","PROD","MLN_USD","A","2008",463.17,
"DEU","ODASECTOR","PROD","MLN_USD","A","2009",517.18,
"DEU","ODASECTOR","PROD","MLN_USD","A","2010",571.89,
